0296,Orthworm
0297,Sableye
0298,Shuppet
0299,Banette
0300,Falinks
0301,Hawlucha
0302,Spiritomb
0303,Noibat
0304,Noivern
0305,Dreepy
0306,Drakloak
0307,Dragapult
0308,Glimmet
0309,Glimmora
0310,Rotom
0311,Greavard
0312,Houndstone
0313,Oranguru
0314,Passimian
0315,Komala
0316,Larvitar
0317,Pupitar
0318,Tyranitar
0319,Stonjourner
0320,Eiscue
0321,Pincurchin
0322,Sandygast
0323,Palossand
0324,Slowpoke
0325,Slowbro
0326,Slowking
0327,Shellos
0328,Gastrodon
0329,Shellder
0330,Cloyster
0331,Qwilfish
0332,Luvdisc
0333,Finneon
0334,Lumineon
0335,Bruxish
0336,Alomomola
0337,Skrelp
0338,Dragalge
0339,Clauncher
0340,Clawitzer
0341,Tynamo
0342,Eelektrik
0343,Eelektross
0344,Mareanie
0345,Toxapex
0346,Flamigo
0347,Dratini
0348,Dragonair
0349,Dragonite
0350,Snom
0351,Frosmoth
0352,Snover
0353,Abomasnow
0354,Delibird
0355,Cubchoo
0356,Beartic
0357,Snorunt
0358,Glalie
0359,Froslass
0360,Cryogonal
0361,Cetoddle
0362,Cetitan
0363,Bergmite
0364,Avalugg
0365,Rufflet
0366,Braviary
0367,Pawniard
0368,Bisharp
0369,Kingambit
0370,Deino
0371,Zweilous
0372,Hydreigon
0373,Veluza
0374,Dondozo
0375,Tatsugiri
0376,Great Tusk
0377,Scream Tail
0378,Brute Bonnet
0379,Flutter Mane
0380,Slither Wing
0381,Sandy Shocks
0382,Iron Treads
0383,Iron Bundle
0384,Iron Hands
0385,Iron Jugulis
0386,Iron Moth
0387,Iron Thorns
0388,Frigibax
0389,Arctibax
0390,Baxcalibur
0391,Gimmighoul
0392,Gholdengo
0393,Wo-Chien
0394,Chien-Pao
0395,Ting-Lu
0396,Chi-Yu
0397,Roaring Moon
0398,Iron Valiant
0399,Koraidon
0400,Miraidon
